Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,SKU39,48.06849,46.12097,497.1719,6946.0376,Non-binary,2.842647,20.33363,66.91866,4.8843694,Carrier B,4.805436,Supplier 4,Kolkata,-0.89618486,483.7994,20.76424,60.576286,Fail,3.5244074,Road,Route A,425.32776
haircare,SKU56,64.06204,41.582558,739.14087,9746.958,Non-binary,-12.6711235,13.105639,58.466072,5.696077,Carrier B,6.047003,Supplier 5,Mumbai,6.386713,768.8868,23.825274,62.286728,Pending,2.5778236,Road,Route A,377.71643
cosmetics,SKU32,51.94307,38.89838,508.9501,7068.807,Male,-15.769562,24.210829,75.18449,4.468318,Carrier B,4.2561564,Supplier 4,Kolkata,-4.689747,426.0623,19.838861,59.328526,Fail,4.095475,Road,Route A,430.742
haircare,SKU51,48.00357,43.114094,355.12988,6877.5776,Male,33.669556,19.00331,49.388237,5.006042,Carrier B,5.024514,Supplier 4,Delhi,11.566621,453.27643,17.72827,55.392616,Fail,3.005599,Road,Route A,537.85223
cosmetics,SKU39,55.919838,22.247435,-73.142204,11079.707,Female,-40.384083,17.070143,44.389137,2.4354098,Carrier A,5.2979693,Supplier 5,Bangalore,3.1418295,322.76816,14.600424,125.43164,Fail,6.526047,Rail,Route A,624.41223
haircare,SKU45,46.287117,31.158554,265.06284,7301.4185,Male,21.854778,15.353548,48.25028,4.421804,Carrier B,5.508332,Supplier 4,Delhi,18.057983,452.11136,17.53098,78.62838,Fail,3.8771718,Rail,Route A,660.2275
skincare,SKU7,34.587147,100.01429,430.33627,5514.5396,Unknown,43.886196,27.554289,13.159415,4.7090483,Carrier A,5.270833,Supplier 2,Delhi,0.7359734,712.1254,24.100561,74.6515,Pass,1.0232815,Rail,Route A,487.96143
haircare,SKU56,53.115696,44.79479,192.43202,9066.412,Male,8.987297,16.423023,42.274315,2.92404,Carrier A,4.895231,Supplier 5,Bangalore,10.010609,356.45068,17.751701,111.94844,Fail,3.231043,Rail,Route A,760.4241
haircare,SKU5,46.534653,42.661278,336.05615,7230.4717,Male,18.91217,19.214045,44.830467,4.281961,Carrier B,4.601335,Supplier 4,Delhi,7.580261,432.6571,19.11433,70.76579,Fail,3.3432634,Rail,Route A,566.91473
cosmetics,SKU45,54.189484,29.848473,259.45563,9432.309,Male,-5.692105,16.87754,51.982563,4.0577455,Carrier B,5.606628,Supplier 5,Delhi,8.667904,428.4153,17.111488,85.60059,Fail,4.4341016,Rail,Route A,584.99976
cosmetics,SKU36,48.872322,45.262352,409.09787,7343.404,Male,1.5948253,22.090528,67.04712,4.3394814,Carrier B,4.4187965,Supplier 4,Kolkata,-2.4506435,453.7373,20.875679,70.04161,Fail,3.8354642,Road,Route A,401.30728
cosmetics,SKU43,50.646656,39.975025,352.46042,9074.83,Male,-4.970227,19.064098,53.201366,4.4908743,Carrier B,4.7776785,Supplier 5,Delhi,4.59476,426.65118,17.797823,80.02297,Fail,3.8123636,Road,Route A,517.01227
cosmetics,SKU27,50.66688,36.035675,579.72144,6213.2627,Non-binary,-23.59557,30.731775,81.67387,3.1925182,Carrier B,3.327662,Supplier 4,Kolkata,-15.287344,343.78067,21.58444,53.514465,Fail,3.3693862,Sea,Route B,350.0985
haircare,SKU50,47.27912,33.867878,190.01738,9213.294,Male,-8.276978,15.597637,34.12135,3.465153,Carrier A,5.7946014,Supplier 4,Chennai,9.554732,410.71786,16.788301,99.29144,Fail,4.301746,Rail,Route A,674.41956
cosmetics,SKU42,53.18297,42.13245,350.5396,7791.7666,Male,1.6889224,24.196487,53.485527,3.9452322,Carrier B,4.4144664,Supplier 4,Delhi,-0.3980941,408.58997,18.583038,83.04245,Fail,3.49595,Road,Route A,491.43927
haircare,SKU64,49.652958,58.843845,338.2439,7514.1245,Non-binary,30.688107,19.754208,38.924244,4.734448,Carrier A,4.735275,Supplier 3,Delhi,6.7951374,448.1312,20.434755,95.48536,Fail,2.267342,Rail,Route A,627.0235
cosmetics,SKU16,55.610367,37.373127,565.5405,6225.424,Non-binary,-49.107143,33.101273,92.92476,3.2468882,Carrier B,2.609202,Supplier 5,Delhi,-23.586817,302.72702,21.098682,67.034966,Fail,4.3738766,Sea,Route A,313.18716
cosmetics,SKU41,53.637394,38.38679,283.09964,8586.99,Male,-21.457577,23.199596,57.01633,3.9092174,Carrier B,4.359149,Supplier 5,Chennai,-0.0070513915,361.21527,17.800707,81.17387,Fail,4.8238597,Road,Route A,518.0402
haircare,SKU48,56.104103,58.584293,457.79706,8206.996,Non-binary,2.9426608,20.609684,62.408237,4.844122,Carrier B,5.3264713,Supplier 4,Kolkata,0.15395172,631.6051,22.561985,81.0658,Fail,2.916391,Road,Route A,453.96497
cosmetics,SKU34,52.110252,38.746628,377.47055,7935.9766,Male,-28.796078,26.315182,69.480286,3.8404942,Carrier B,4.0516386,Supplier 5,Delhi,-7.7177906,375.71518,19.139374,80.94273,Fail,4.7096195,Road,Route A,426.68234
cosmetics,SKU45,51.40283,68.05027,100.4954,10535.973,Female,-30.0583,17.382088,46.167618,3.0216107,Carrier A,4.4698586,Supplier 5,Bangalore,-3.7366238,354.81476,16.735077,149.59026,Fail,3.6878135,Rail,Route A,738.62195
cosmetics,SKU41,58.863693,43.56409,493.45355,5746.0825,Non-binary,-0.028751832,24.356504,60.53881,4.496331,Carrier B,3.9603236,Supplier 4,Delhi,-1.5153292,428.63602,20.94784,62.228436,Fail,4.0784807,Road,Route A,546.14
haircare,SKU68,54.511364,70.25451,229.06223,7506.6304,Male,20.083996,22.832073,50.888203,4.7117376,Carrier A,4.033537,Supplier 3,Bangalore,4.3397427,323.73358,15.135747,109.66737,Fail,2.3930488,Rail,Route A,702.3077
cosmetics,SKU50,44.34482,60.773117,250.02834,6687.2993,Male,-1.5969739,19.249279,63.523323,5.1573896,Carrier B,2.4582663,Supplier 4,Chennai,-0.088052675,362.3579,18.745804,90.985725,Fail,4.291447,Road,Route A,533.10046
haircare,SKU66,40.421036,85.01828,431.52582,6920.849,Unknown,33.50512,24.991215,28.426392,4.591894,Carrier A,5.3235683,Supplier 3,Delhi,1.9095193,646.06805,27.254507,89.23531,Pass,1.0684601,Rail,Route A,565.92554
cosmetics,SKU42,47.660885,43.045982,514.2181,6558.3965,Non-binary,22.81968,22.179316,60.56508,5.144148,Carrier B,4.6126037,Supplier 4,Kolkata,2.9069862,484.18942,18.968462,49.5196,Pass,2.8998282,Road,Route B,442.8938
cosmetics,SKU44,59.04944,52.979313,456.86,9262.535,Male,-8.607773,18.736555,64.10625,4.949454,Carrier B,5.713588,Supplier 5,Mumbai,0.9985066,592.98016,21.230852,83.95598,Fail,3.4171412,Road,Route A,438.5893
haircare,SKU43,44.106667,25.609512,200.97731,7562.811,Male,6.1462398,9.08293,41.322582,3.5556815,Carrier A,4.8483906,Supplier 5,Chennai,20.657976,456.612,17.629614,96.64213,Fail,4.676351,Rail,Route A,717.43756
cosmetics,SKU48,47.074135,56.56536,409.90494,7137.1055,Male,-5.304917,23.050278,65.582634,4.9173136,Carrier B,3.2354026,Supplier 4,Delhi,-1.2533454,439.81213,19.519304,74.28781,Fail,4.232108,Road,Route A,440.0438
haircare,SKU56,48.501114,47.481853,301.87048,8382.781,Male,13.319202,18.655378,36.981052,4.154279,Carrier A,4.9571605,Supplier 4,Chennai,6.97995,439.21817,18.07098,90.24949,Fail,3.035746,Rail,Route A,585.0912
cosmetics,SKU36,51.06419,24.458967,-37.98366,9881.553,Male,-13.123024,15.995124,50.56477,1.7829404,Carrier A,4.933383,Supplier 5,Bangalore,10.636129,327.6043,15.624744,153.60573,Fail,5.3035607,Air,Route A,868.8497
haircare,SKU51,48.85255,42.74613,446.73724,8251.321,Male,18.454397,18.043785,50.15713,4.966532,Carrier B,4.668328,Supplier 4,Kolkata,8.573956,454.3336,19.112593,63.908066,Pass,3.0139532,Road,Route A,542.6102
cosmetics,SKU47,57.47607,39.4306,522.59705,7736.0405,Non-binary,6.5275455,18.360725,56.49308,5.3985033,Carrier B,5.0399027,Supplier 4,Kolkata,6.4556627,522.8572,21.07294,53.52367,Pass,3.5399768,Road,Route A,489.1733
haircare,SKU40,45.20404,32.5925,241.48648,8309.25,Male,4.3799663,17.58944,43.007793,3.9827077,Carrier A,5.6450453,Supplier 5,Chennai,12.655843,460.70145,17.966738,95.075836,Fail,4.175957,Rail,Route A,651.8871
haircare,SKU60,43.596928,63.794033,427.33746,6054.5293,Non-binary,46.852295,22.138126,35.815052,5.2096853,Carrier B,5.060934,Supplier 3,Kolkata,7.1738987,556.3653,20.042223,61.736004,Pass,1.8469203,Rail,Route B,519.07263
haircare,SKU6,45.900196,42.45844,380.40143,5909.024,Non-binary,47.504105,18.018833,41.385796,5.3679204,Carrier B,4.9522,Supplier 3,Kolkata,13.877145,472.7585,18.579838,48.075455,Pass,2.600828,Rail,Route B,575.5562
cosmetics,SKU42,53.79671,36.817898,207.65244,10054.631,Male,-18.193073,20.944681,48.57235,3.459996,Carrier B,5.204613,Supplier 5,Chennai,2.2298565,394.62003,17.732315,96.51579,Fail,4.690804,Road,Route A,531.73816
haircare,SKU51,43.254402,40.722275,361.6831,6775.2275,Male,31.233522,18.792837,48.169594,4.425268,Carrier B,4.953838,Supplier 4,Kolkata,7.3995495,485.97473,20.961477,62.47123,Fail,3.1282775,Rail,Route A,502.76462
haircare,SKU48,41.632412,36.648354,312.07364,8439.048,Male,6.595142,14.620803,36.744686,3.7013056,Carrier A,5.7589016,Supplier 4,Chennai,5.572653,452.8319,20.0858,91.6595,Fail,3.6936822,Rail,Route A,612.6933
cosmetics,SKU34,67.4793,31.153688,503.29636,12318.532,Male,-52.844883,17.875677,68.97702,3.4189177,Carrier B,6.7441044,Supplier 5,Mumbai,-6.7007065,579.2579,21.91572,111.599434,Fail,4.990939,Road,Route A,450.85474
skincare,SKU79,32.87307,107.824684,473.2103,8408.136,Unknown,23.783915,32.010883,30.198349,2.960014,Carrier A,6.370597,Supplier 3,Kolkata,-9.179087,903.7245,37.708416,132.11513,Pass,-1.1089065,Air,Route A,652.238
haircare,SKU73,40.77309,98.70756,273.36478,8254.02,Non-binary,9.423298,22.950163,29.96263,3.9207604,Carrier A,4.325564,Supplier 3,Bangalore,-2.4837399,420.33566,21.601116,148.76413,Fail,1.8259928,Air,Route A,730.6023
cosmetics,SKU27,53.15484,44.994087,611.5029,6335.0864,Non-binary,-9.942421,29.719133,77.08463,3.636842,Carrier B,3.5168674,Supplier 4,Kolkata,-13.139372,394.56796,21.523712,58.57178,Fail,2.9401906,Sea,Route B,320.36136
skincare,SKU72,42.331028,83.05981,428.26312,7386.138,Unknown,15.0501175,24.409475,33.160374,3.9793613,Carrier A,6.5844727,Supplier 3,Delhi,4.8112936,854.0113,27.219257,96.98356,Pass,1.8354588,Air,Route A,530.06976
haircare,SKU69,41.865025,77.02508,314.59793,6163.178,Male,27.886978,22.37893,56.95282,6.463818,Carrier A,4.2054653,Supplier 3,Bangalore,4.750453,381.86667,15.326644,107.06998,Fail,2.1210299,Rail,Route A,660.86426
cosmetics,SKU80,60.76613,136.97426,-194.15648,10327.541,Female,-88.23437,28.718147,81.63194,3.7999015,Carrier A,0.5354499,Supplier 5,Bangalore,-22.90909,63.201603,10.002189,246.80708,Fail,4.8070397,Road,Route A,911.38696
cosmetics,SKU38,53.018913,29.77795,120.13859,10574.037,Female,-21.010258,20.060564,39.500282,2.9098508,Carrier A,4.969088,Supplier 5,Chennai,5.894861,333.7736,18.021122,106.9483,Fail,5.0932965,Rail,Route A,591.63727
cosmetics,SKU37,50.30153,21.273628,91.58927,9731.304,Male,-12.642399,14.377687,44.493877,2.4833634,Carrier A,5.3638363,Supplier 5,Bangalore,14.935704,377.67245,15.709612,113.52371,Fail,5.3393197,Rail,Route A,725.18994
haircare,SKU54,47.349297,40.20193,450.90457,6781.2246,Male,41.638725,15.720854,42.692966,5.466261,Carrier B,5.4827027,Supplier 3,Kolkata,13.8575325,560.6022,19.145847,56.315304,Pass,2.5414839,Rail,Route A,521.3789
cosmetics,SKU29,53.699238,36.776283,510.71637,6980.793,Non-binary,-45.09537,28.350536,91.819786,3.5787828,Carrier B,3.4656754,Supplier 5,Delhi,-16.42985,351.47812,19.266739,67.1267,Fail,4.8032336,Sea,Route A,372.90042
haircare,SKU59,55.144,45.02422,81.31159,9525.218,Non-binary,14.135902,18.945251,43.91021,1.9416654,Carrier A,5.481819,Supplier 5,Bangalore,7.7379208,382.14563,18.319529,151.56232,Fail,3.6117432,Air,Route A,891.7448
haircare,SKU70,46.24652,89.18752,490.96805,7520.8647,Unknown,35.994167,23.913378,31.907522,5.1220007,Carrier A,5.8774967,Supplier 3,Delhi,-0.64760774,597.236,27.687159,105.491974,Pass,0.80089366,Rail,Route A,620.9842
cosmetics,SKU56,43.078968,80.60788,302.25067,7300.4277,Male,0.6306033,21.029032,60.14937,4.988598,Carrier A,2.11673,Supplier 4,Bangalore,-5.3881702,287.16898,18.518435,103.00081,Fail,4.115321,Road,Route A,502.39304
cosmetics,SKU46,52.399822,43.135593,402.0747,6617.989,Male,9.002251,22.936361,58.53807,4.655866,Carrier B,4.1431355,Supplier 4,Delhi,2.6509724,414.89468,18.715584,61.319492,Fail,3.641691,Road,Route A,505.79608
haircare,SKU65,51.01506,31.709139,259.78543,7477.913,Non-binary,26.4834,16.42124,37.60811,4.582196,Carrier B,5.910263,Supplier 4,Delhi,12.555116,543.7708,20.602516,83.12499,Fail,4.0604987,Rail,Route A,645.03595
cosmetics,SKU12,59.406437,32.156097,542.6262,6840.726,Non-binary,-84.51804,34.332935,104.86229,2.7763848,Carrier B,2.3173432,Supplier 5,Delhi,-30.426146,280.5297,21.367165,79.15067,Fail,5.649614,Sea,Route A,299.38873
haircare,SKU54,49.50074,39.04291,306.23053,7916.409,Male,20.847141,20.599302,40.52927,4.1762276,Carrier B,4.7480717,Supplier 4,Delhi,9.763981,403.82578,18.621971,65.608536,Fail,3.301359,Rail,Route A,575.80743
cosmetics,SKU4,48.267536,46.638855,502.7618,7196.2056,Non-binary,18.906668,24.86617,57.813736,4.6341653,Carrier B,5.1146407,Supplier 4,Kolkata,-0.050046846,508.50928,22.791512,69.06247,Fail,2.82194,Road,Route A,432.24826
haircare,SKU61,36.568535,87.759094,343.1437,6690.033,Non-binary,30.651707,21.934284,25.48479,4.928807,Carrier A,4.6234803,Supplier 3,Chennai,1.8195745,501.42236,20.462076,105.15677,Fail,1.5608314,Rail,Route A,499.78244
cosmetics,SKU31,59.72663,45.759205,747.2777,10415.195,Non-binary,-35.098743,20.33575,79.65135,4.9733276,Carrier B,5.6645856,Supplier 5,Mumbai,-9.950077,664.652,23.611397,77.33785,Pass,3.517786,Sea,Route A,265.42746
cosmetics,SKU35,56.214333,37.6929,225.73383,9285.895,Male,-40.641438,23.113632,58.825676,3.5005424,Carrier A,4.8840995,Supplier 5,Chennai,-2.5603447,373.84332,18.438496,99.909676,Fail,5.5500455,Road,Route A,525.8253
cosmetics,SKU43,54.04137,37.902645,237.88406,8224.537,Male,-6.6387486,21.942823,54.69703,3.9790552,Carrier B,4.5629444,Supplier 5,Chennai,4.34824,375.12973,18.460451,82.89652,Fail,4.484319,Rail,Route A,558.43744
haircare,SKU46,47.855,30.965939,239.3792,7846.2173,Male,17.29702,16.238571,45.832653,4.3058796,Carrier B,5.2854195,Supplier 4,Chennai,17.565641,408.46573,16.299355,75.03256,Fail,3.9275453,Rail,Route A,644.6688
haircare,SKU53,52.194508,51.129646,411.28275,6754.8647,Non-binary,22.934246,21.438612,50.83531,4.8704886,Carrier B,5.0938993,Supplier 3,Kolkata,6.269829,499.8569,21.686008,68.159615,Fail,2.954636,Rail,Route A,557.91956
cosmetics,SKU34,51.995808,40.437225,401.2449,6510.1323,Non-binary,-17.04543,25.470997,68.970375,4.218188,Carrier B,3.8875382,Supplier 5,Delhi,-5.1257668,404.71268,20.27245,68.42104,Fail,4.5033536,Road,Route A,454.7278
haircare,SKU51,46.70524,41.140793,282.13467,8309.743,Male,16.066244,14.928928,43.29771,3.9940352,Carrier A,5.4891906,Supplier 4,Chennai,13.727379,457.08243,17.637068,93.25348,Fail,3.600063,Rail,Route A,654.6665
cosmetics,SKU4,46.417736,46.12646,483.9175,8033.4917,Male,2.146194,18.588562,65.6227,5.0798926,Carrier B,5.0645523,Supplier 4,Kolkata,1.2028342,507.83527,19.570929,70.1311,Fail,3.4767785,Road,Route A,351.67242
cosmetics,SKU46,44.209682,42.025166,527.72217,5946.4536,Male,27.547916,25.684454,49.707943,3.9487739,Carrier B,3.9108093,Supplier 3,Kolkata,-2.618103,407.5901,21.316792,50.366238,Pass,2.022377,Road,Route B,394.44568
skincare,SKU68,35.67516,102.51258,342.66446,7280.077,Unknown,56.504795,25.675617,17.850317,1.4103994,Carrier A,6.731926,Supplier 3,Bangalore,9.258974,769.5683,25.304102,109.31452,Pass,-1.6322286,Air,Route A,907.3208
cosmetics,SKU46,50.1902,42.13964,423.9971,6987.8994,Male,-4.4068265,21.843084,52.53906,3.8245234,Carrier B,4.59181,Supplier 4,Delhi,-2.236229,403.87027,19.179277,70.13448,Fail,3.9248447,Road,Route A,499.92523
haircare,SKU49,37.317947,38.015213,385.70822,5020.0576,Non-binary,64.35608,14.035632,41.819504,4.5609155,Carrier A,6.061285,Supplier 4,Delhi,15.057031,528.62946,19.888102,59.875736,Pass,2.2376764,Rail,Route B,663.3666
cosmetics,SKU10,55.582764,39.549557,518.60895,7192.766,Male,-83.36213,33.900665,98.45842,2.3803415,Carrier B,2.1981342,Supplier 5,Delhi,-29.766687,267.44147,21.96705,85.53386,Fail,5.499934,Sea,Route A,302.38202
skincare,SKU50,34.122513,53.748394,437.92358,5915.7437,Non-binary,74.480034,17.031145,29.02719,4.586267,Carrier A,6.578818,Supplier 4,Delhi,13.5734005,677.4275,21.85892,71.29998,Pass,0.6402955,Air,Route B,717.28436
haircare,SKU49,34.743603,37.36214,413.32132,7013.5723,Male,44.05931,13.775768,34.314053,4.9155703,Carrier A,6.0649023,Supplier 4,Delhi,8.562433,584.599,21.436794,94.64344,Pass,2.1862907,Rail,Route A,650.123
cosmetics,SKU35,53.5537,27.560019,130.6699,11089.2,Female,-49.375164,19.451765,43.947315,1.9772885,Carrier A,4.9327507,Supplier 5,Bangalore,-0.8432006,332.17813,18.043213,127.5431,Fail,5.807611,Rail,Route A,614.46674
cosmetics,SKU56,51.677814,58.97831,238.64766,8205.292,Male,7.2256656,20.776787,37.99008,3.3444493,Carrier A,4.3795342,Supplier 4,Chennai,0.010007935,395.17807,19.44111,107.404175,Fail,3.4884706,Rail,Route A,587.2452
haircare,SKU55,41.566418,59.51346,395.50937,6331.3193,Non-binary,34.146774,20.73552,41.305855,4.7946496,Carrier B,4.4171767,Supplier 3,Delhi,5.133313,478.95898,22.583523,68.69365,Fail,2.3492296,Rail,Route A,554.8905
cosmetics,SKU50,49.716736,41.53105,369.55606,7740.64,Male,7.128204,22.230167,43.357094,3.9082785,Carrier B,4.639305,Supplier 4,Delhi,1.6454326,429.1106,20.174284,78.82215,Fail,3.2530563,Rail,Route A,530.1613
cosmetics,SKU40,56.64626,36.792904,475.36395,10848.341,Male,-18.510998,18.441122,62.659603,4.937394,Carrier A,4.7846804,Supplier 5,Kolkata,-2.4134598,393.97318,19.328047,91.51451,Fail,3.8368769,Road,Route A,445.89685
cosmetics,SKU42,50.664295,26.497562,154.52467,9528.542,Male,-7.952168,17.603807,43.99119,3.3027966,Carrier A,5.5024767,Supplier 5,Chennai,11.13244,390.75488,16.470114,99.95311,Fail,4.869079,Rail,Route A,640.5889
cosmetics,SKU30,54.670532,42.752678,539.6751,6149.5737,Non-binary,-5.809998,28.853693,72.399345,4.160507,Carrier B,3.4227266,Supplier 4,Kolkata,-10.425861,394.06155,21.152716,63.912296,Fail,3.3929687,Road,Route B,377.50623
haircare,SKU53,52.269543,49.343166,474.5884,7085.768,Non-binary,24.177881,19.325224,53.110977,5.500438,Carrier B,5.307412,Supplier 4,Kolkata,8.366775,543.62823,19.603266,61.900578,Pass,2.8369696,Rail,Route A,504.97034
cosmetics,SKU33,55.21935,42.842056,704.48456,8045.511,Non-binary,-21.695988,21.098871,80.8722,5.6439495,Carrier B,4.9453087,Supplier 5,Mumbai,-2.884077,500.56625,18.993116,56.626007,Fail,3.758548,Road,Route A,339.46268
haircare,SKU59,49.96098,32.89272,375.45163,7338.8564,Male,31.196169,16.506907,39.56081,4.6523814,Carrier B,5.2964106,Supplier 3,Kolkata,15.65153,441.15396,17.901194,48.665466,Pass,2.9945843,Rail,Route A,610.7607
cosmetics,SKU44,47.330963,46.25139,405.2889,5935.5312,Non-binary,23.445942,20.527744,56.900837,4.6323314,Carrier B,4.680875,Supplier 4,Kolkata,3.8784275,475.50812,21.463778,58.187943,Fail,3.2775826,Road,Route A,501.78754
haircare,SKU58,50.201168,55.74301,489.55923,6700.847,Non-binary,39.96448,19.352499,42.444553,5.260547,Carrier B,5.3248715,Supplier 3,Kolkata,9.1301775,559.11646,20.650368,59.52043,Pass,1.8116117,Rail,Route A,580.3927
haircare,SKU69,43.62285,62.02831,359.48294,6907.071,Non-binary,40.03175,23.2198,33.38369,4.740499,Carrier B,5.554471,Supplier 3,Delhi,7.0117617,546.0752,23.631426,80.0264,Pass,2.2523706,Rail,Route A,664.8739
haircare,SKU66,48.7429,62.492435,249.92404,7440.6978,Non-binary,16.708008,20.033789,54.811085,4.684076,Carrier A,3.9410558,Supplier 4,Chennai,10.028745,335.30872,17.176329,101.287895,Fail,2.9929643,Rail,Route A,737.3547
cosmetics,SKU36,52.11607,39.79907,310.9942,8921.231,Male,-25.085903,24.775896,53.02763,3.507353,Carrier A,4.46018,Supplier 5,Chennai,-4.0226154,394.40253,18.457685,99.722595,Fail,4.252806,Road,Route A,485.5217
cosmetics,SKU41,55.355877,49.946224,447.17435,6021.6543,Non-binary,-7.5739026,27.417065,63.31161,3.5677574,Carrier B,3.078139,Supplier 4,Delhi,-9.141874,324.86877,20.214525,68.04307,Fail,4.0388446,Road,Route A,453.76486
haircare,SKU47,40.751427,23.869596,230.59142,7153.213,Male,25.869154,8.06545,48.21489,3.9774256,Carrier A,6.4972405,Supplier 4,Delhi,19.139084,478.9531,17.881107,79.439255,Pass,3.5068047,Rail,Route A,725.7442
cosmetics,SKU51,49.995388,49.63165,441.1539,6245.7725,Non-binary,18.954748,23.410334,48.078293,4.332267,Carrier B,4.1916056,Supplier 3,Delhi,2.4534435,423.42694,20.316048,61.88482,Fail,3.1782808,Road,Route A,508.5159
haircare,SKU59,44.11733,49.663097,348.3746,7022.8965,Male,37.168823,18.878277,46.88268,5.0079994,Carrier B,4.536062,Supplier 3,Delhi,13.340199,379.1241,16.315548,62.58775,Fail,2.8562455,Rail,Route A,591.85767
cosmetics,SKU12,57.39871,35.819057,619.1186,6278.265,Non-binary,-51.974094,34.915012,102.20548,2.997851,Carrier B,2.9621484,Supplier 5,Kolkata,-24.505026,308.56903,21.62979,62.93625,Fail,4.4997125,Sea,Route A,318.43015
haircare,SKU47,48.15527,41.072155,369.1134,7142.8906,Male,28.393026,18.971544,42.248516,4.648769,Carrier B,4.968933,Supplier 4,Delhi,10.87142,472.19702,18.612118,67.088715,Fail,3.139287,Rail,Route A,556.22125
haircare,SKU59,31.148039,95.998825,291.48517,6641.716,Male,24.578123,23.547413,16.66384,3.950972,Carrier A,4.2404513,Supplier 3,Chennai,-3.1518345,393.91403,21.303675,110.514626,Fail,1.6904905,Rail,Route A,500.79657
haircare,SKU54,48.81436,56.485264,239.62317,8605.12,Male,5.671451,17.77619,37.73943,3.8229764,Carrier A,4.9190855,Supplier 4,Chennai,5.1388693,400.01224,16.30224,96.45888,Fail,3.1126618,Rail,Route A,648.9972
haircare,SKU52,49.77148,34.74287,346.05267,7441.646,Male,15.625278,17.803715,46.9529,4.920241,Carrier B,5.286304,Supplier 4,Kolkata,10.676497,446.63574,18.087906,60.202133,Fail,3.4461095,Rail,Route A,542.1126
cosmetics,SKU22,45.21181,46.02741,636.6181,6939.743,Non-binary,-10.047688,20.809944,86.50039,5.1992803,Carrier B,5.489962,Supplier 4,Mumbai,-7.418848,554.0271,23.114908,65.349754,Fail,3.4396725,Road,Route B,244.22726
cosmetics,SKU62,51.0391,80.058815,210.69232,8690.172,Male,-5.6699643,20.981434,47.098824,4.170465,Carrier A,3.735945,Supplier 4,Bangalore,-4.3631363,373.17322,17.125261,142.1331,Fail,3.4374435,Rail,Route A,587.50977
haircare,SKU63,47.825943,72.3838,249.1791,6921.37,Male,12.660095,21.851618,60.884583,5.223524,Carrier B,3.3303494,Supplier 4,Bangalore,2.6070423,334.78885,15.69639,102.3413,Fail,3.1653244,Road,Route A,608.89716
cosmetics,SKU53,70.44293,27.633024,501.55597,9000.48,Non-binary,-28.274105,13.458263,74.730835,5.346051,Carrier B,7.447495,Supplier 5,Mumbai,-2.5282345,691.9948,22.35198,94.46575,Fail,4.686274,Road,Route A,437.0673
cosmetics,SKU36,45.163208,40.343037,723.5253,8188.2783,Non-binary,22.040716,14.939492,62.567123,6.148263,Carrier A,5.57544,Supplier 4,Mumbai,1.8078357,676.9187,22.46103,73.80303,Pass,2.5050776,Road,Route A,282.84448
cosmetics,SKU28,51.492817,34.762074,558.8732,6477.596,Non-binary,-31.820148,27.365263,88.83232,4.154292,Carrier B,3.5669777,Supplier 5,Kolkata,-11.634151,353.3984,19.963518,49.83104,Fail,4.4761953,Sea,Route A,417.89883
cosmetics,SKU46,43.06805,24.564886,143.98213,9156.557,Male,-5.506966,10.744579,39.059315,2.7551374,Carrier A,5.9222326,Supplier 5,Chennai,14.473284,356.34192,16.683655,100.238655,Fail,4.552104,Rail,Route A,746.6199
cosmetics,SKU43,51.457607,42.096394,410.27954,6682.8716,Male,3.6556163,23.106539,61.64525,4.644642,Carrier B,4.2477593,Supplier 4,Delhi,1.1564237,406.76752,18.06962,58.315628,Fail,3.9067028,Road,Route A,490.05408
cosmetics,SKU38,52.468933,49.94752,705.1967,7757.9497,Non-binary,-4.845921,22.263159,74.31872,5.2485085,Carrier B,4.5404477,Supplier 4,Mumbai,-7.4390793,560.9944,21.088598,55.77738,Fail,3.322837,Road,Route B,285.67114
haircare,SKU62,55.63165,56.08479,344.2868,8522.124,Non-binary,26.15666,22.99239,43.26607,3.7662206,Carrier A,5.099246,Supplier 4,Delhi,7.3769407,476.91953,20.736946,98.17908,Fail,2.422068,Rail,Route A,709.9599
haircare,SKU61,39.2692,79.80129,322.90915,6102.338,Non-binary,22.294405,22.111506,25.078638,4.068499,Carrier A,4.076787,Supplier 3,Chennai,1.8538629,436.30627,21.207617,88.187744,Fail,2.4093301,Rail,Route A,532.4458
cosmetics,SKU5,51.876205,40.926495,280.29205,8401.084,Male,9.019955,20.800219,47.067886,4.081885,Carrier B,5.1849513,Supplier 4,Delhi,8.245561,412.75995,18.188992,76.321686,Fail,3.8333197,Road,Route A,554.2009
haircare,SKU69,46.22978,83.85893,276.67896,7250.8335,Male,29.958263,22.180252,31.816916,3.8501577,Carrier A,4.201098,Supplier 4,Chennai,-0.4383029,324.23053,18.676495,118.88258,Fail,2.2485113,Rail,Route A,660.15955
cosmetics,SKU39,59.115982,43.981617,874.8972,9098.541,Non-binary,-24.216595,21.69828,79.686775,5.4072657,Carrier B,5.2703505,Supplier 5,Mumbai,-7.0383034,607.67755,22.56872,52.988205,Pass,3.0560613,Road,Route A,251.62775
